DATE; PX_LAST;PX_CLOSE_1D;CF_CASH_FROM_OPER;EXPLORATION_COST;FINDING_COST_BOE;BS_LT_BORROW;CAPEX_TO_TOTAL_ASSETS;E&P_CAPITAL_EXPENDITURES;CAPITAL_EXPEND;SUCCESS_RATE;PRODUCTIVE_GAS_WELLS_GROSS;PRODUCTIVE_OIL_WELLS_GROSS;DEVEL_WELLS_DRILLED_NET_US;EXPLOR_WELLS_DRILLED_NET_US;PRODUCTIVE_OIL_WELLS_NET_US;PRODUCTIVE_OIL_WELLS_GROSS_US;DEVEL_WELLS_DRILLED_GROSS_US;PRODUCTIVE_GAS_WELLS_NET_US;PRODUCTIVE_GAS_WELLS_GROSS_US;EXPLOR_WELLS_DRILLED_NET;DEVEL_WELLS_DRILLED_NET;PRODUCTIVE_GAS_WELLS_NET;PRODUCTIVE_OIL_WELLS_NET;NET_DEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE_US;NET_UNDEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE;GROSS_UNDEVELOPED_ACREAGE;NET_UNDEVELOPED_ACREAGE;NET_DEVELOPED_ACREAGE;RESERVE_REPLACEMENT_BOE;OIL_RESERVES_END_YEAR_WORLDWIDE;OIL_RESERVES_END_YR_US;GAS_END_YEAR_WORLD;GAS_RESERVES_END_YR_US;OIL_PRODUCTION_WORLD_MBBL_DY;OIL_PRODUCTION_US_MBBL_DY;GAS_PRODUCTION_WORLD_MMCF_DY;GAS_PRODUCTION_US_MMCF_DY;BOE_END_YEAR_WORLD;BOE_RESERVES_END_YR_US;TOTAL_PRODUCTION_MMBOE;DAILY_PROD_MBOE_US;TOTAL_PRODUCTION_WORLD_MBOE_DY;Dummy;;Tick
31.12.1999;11,8125;10;24,738;6,912;1,443;30,5;;;-19,683;76,8116;170;326;;;;;;;;2,6;2,7;37,3;246,1;;;;133,211;408,944;221,948;114,296;;;;30,141;30,141;5,1397;;13,2795;;16,9275;16,928;2,6838;7,353;7,353;1;TG;CWEI 
29.12.2000;27;11,8125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;TG;CWEI 
31.12.2000;;;72,471;32,297;7,9556;30;;;-72,584;88,6214;189;368;;;;;;;;5,8;34,7;44,4;279,6;;;;148,533;295,549;159,368;122,806;;;;28,308;28,308;6,5068;;20,4384;;17,629;17,629;3,8488;10,516;10,516;1;TG;CWEI 
31.12.2001;13,1;27;67,059;75,857;6,6816;62;;;-112,731;77,8781;104;387;;;;;;;;14,8;19,7;50,4;289,5;;;;150,562;419,863;190,364;123,853;;;;74,974;;5,8329;;30,0137;;21,7867;;4,2038;;11,5174;1;TG;CWEI 
31.12.2002;12,14;13,1;34,514;27,011;33,6796;94,949;;;-71,635;12,1212;116;410;;;;;;;;0;0,8;69,4;311,1;;;;133,007;1117,854;577,201;121,099;;;;86,912;86,912;4,342;;43,759;;26,369;26,3693;4,4742;12,258;12,258;1;TG;CWEI 
31.12.2003;28,93;12,14;119,75;49,277;30,4743;53,295;;;-62,889;49,1736;125;412;;;;;;;;4,9;7;74,5;312,6;;;;146,906;1154,089;597,83;128,874;;;;62,916;62,916;4,123;;67,663;;20,821;20,821;5,855;16,041;16,041;1;TG;CWEI 
31.12.2004;22,9;28,93;126,98;73,655;9,4369;177,519;;;-123,991;69,4656;793;5789;13;5,2;746;5789;41;140,9;793;5,2;13;140,9;746;165,411;207,391;388,305;207,391;736,505;388,305;165,411;644,1618;;;138,278;138,278;5,737;5,737;49,145;49,145;49,8393;49,8393;5,3472;13,9278;14,6098;1;TG;CWEI 
30.12.2005;41,74;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;TG;CWEI 
31.12.2005;;;163,475;86,304;29,2821;235,7;;;-172,987;85,0711;786;5819;29,6;6,3;766,3;5819;59;133,4;786;6,3;29,6;133,4;766,3;162,214;209,849;778,14;209,849;1185,715;778,14;162,214;83,24;;;126,758;126,758;6,186;6,186;44,953;44,953;48,9613;48,9613;5,2385;14,3522;14,3522;1;TG;CWEI 
29.12.2006;36,31;41,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;TG;CWEI 
31.12.2006;;;145,99;157,509;32,1381;413,876;;;-315,495;70,3125;837;5789;2,8;19,7;742,2;5789;18;149,7;837;19,7;2,8;149,7;742,2;166,373;214836;864,546;214,836;1345,4301;864,546;166,373;24,1451;;;119,167;119,167;5,948;5,948;41,638;41,638;45,2422;45,2422;4,9029;13,4327;13,4327;1;TG;CWEI 
31.12.2007;31,16;36,31;234,866;169,879;29,1679;430,175;;;-262,755;86,1575;879;5815;28,1;8;750,4;5815;68;167,6;879;8;28,1;167,6;750,4;168,886;220,34;784,088;220,34;1266,442;784,088;168,886;154,0302;;;123,156;123,156;6,351;6,351;56,573;56,573;48,472;48,472;5,9816;16,3878;16,3878;1;TG;CWEI 
31.12.2008;45,44;31,16;381,98;51,237;8,5003;347,225;-38,1633;-360,036;-360,036;94,4751;901;5803;66,2;2,2;732,5;5803;111;167,3;901;2,2;66,2;167,3;732,5;177,149;230,42;661,702;230,42;1151,22;661,702;177,149;-66,6274;;;103,929;103,929;8,088;8,088;50,83;50,83;38,0975;38,0975;6,2435;17,0587;17,0587;1;TG;CWEI 
31.12.2009;35,03;45,44;104,711;32,758;8,9621;395;;;-169,298;91,0891;908;5842;54,9;0,3;771,6;5842;69;169,6;908;0,3;54,9;169,6;771,6;172,677;242,47;618,165;242,47;1054,533;618,165;172,677;22,6004;;;76,103;76,103;7,849;7,849;43,696;43,696;33,6368;33,6368;5,7632;15,7897;15,7897;1;TG;CWEI 
31.12.2010;83,97;35,03;208,251;7,528;0,3246;385;;;-281,017;98,4348;825;5964;111,2;2;878,5;5964;137;142,2;825;2;111,2;142,2;878,5;186,504;259,459;535,401;259,459;1008,314;535,401;186,504;314,4108;;;79,497;79,497;9,247;9,247;29,452;29,452;51,0645;51,0645;5,4588;14,9557;14,9557;1;TG;CWEI 
30.12.2011;75,88;83,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;TG;CWEI 
31.12.2011;;;280,047;27,425;1,3134;529,535;;;-413,013;98,7002;797;6033;111,8;2,1;966,5;6033;159;132,4;797;2,1;111,8;132,4;966,5;175,6;223,52;386,561;223,52;775,046;386,561;175,6;344,4489;44,919;44,919;88,876;88,876;10,211;10,211;23,545;23,545;64,3487;64,3487;5,4342;14,8882;14,8882;1;TG;CWEI 
31.12.2012;40;75,88;189,222;10,898;0,5331;809,585;;;-526,521;94,6131;224;2807;92,3;4,3;1628,9;2807;140;120,1;224;4,3;92,3;120,1;1628,9;216,911;314,697;471,362;314,697;951,228;471,362;216,911;296,6008;49,119;49,119;102,336;102,336;10,44;10,44;22,055;22,055;75,357;75,357;5,5994;15,2988;15,2988;1;TG;CWEI 
31.12.2013;81,95;40;220,576;3,932;0,1421;639,638;;;-288,133;94,386;398;2765;50,1;3,7;1432,8;2765;119;109,6;398;3,7;50,1;109,6;1432,8;207,116;352,248;478,791;352,248;906,517;478,791;207,116;-1,6459;48,665;48,665;77,179;77,179;10,115;10,115;16,953;16,953;70,0152;70,0152;5,2555;14,3985;14,3985;1;TG;CWEI 
31.12.2014;63,8;81,95;258,121;4,35;0,1864;704,696;;;-422,473;91,6256;388;2802;49,1;6,7;1389,4;2802;154;102,5;388;6,7;49,1;102,5;1389,4;203,639;292,657;373,055;292,657;680,068;373,055;203,639;193,9615;53,867;53,867;75,575;75,575;11,49;11,49;16,167;16,167;75,43;75,43;5,7626;15,788;15,788;1;TG;CWEI 
31.12.2015;29,57;63,8;52,159;14,342;4,0491;749,759;;;-179,827;90,4762;371;2797;17,1;7,6;1350,4;2797;79;94;371;7,6;17,1;94;1350,4;222,677;309,597;364,486;309,597;629,221;364,486;222,677;-399,9307;33,076;33,076;48,147;48,147;11,663;11,663;15,885;15,885;46,569;46,569;5,7736;15,818;15,818;1;TG;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;CWEI 
30.06.2005;;;18,517;;;28,307;;;-3,686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
30.12.2005;26,25;26,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
29.12.2006;30,3;26,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2006;;;25,251;;;189,621;;;-164,174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2007;28,39;30,3;56,406;;;132;;;-155,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2008;13,3;28,39;55,714;;;165,5;;;-53,379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2009;27,5299;13,3;74,496;;;165;;;-37,713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2010;36,41;27,5299;65,336;;;122;;;-25,831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
30.12.2011;33,6;36,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2011;;;66,091;;;120;;;-27,491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2012;37,97;33,6;64,311;;;184;;;-23,565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2013;42,5;37,97;64,235;;;212;;;-13,838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2014;31,51;42,5;60,929;;;252;;;-7,021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2015;26,76;31,51;87,48;;;248;;;-29,427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;TLP 
31.12.2007;;;14,273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2008;;;36,591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2009;;;5,586;;;;;;-1,607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2010;;;13,421;;;29;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2011;;;-2,859;;;0;;;-0,885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2012;23;23;26,612;;;90;;;-26,759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2013;31,65;23;36,971;;;164,8;;;-12,662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2014;35,47;31,65;85,084;;;251,75;;;-9,012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
31.12.2015;35,69;35,47;68,024;;;351,6;;;-19,956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;DKL 
30.12.1988;1,3095;1,3095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
29.12.1989;1,4583;1,3095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1990;;;-0,976;;;2,135;;;-1,819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1991;1,8452;1,4583;3,607;;;3,774;;;-7,821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1992;2,6786;1,8452;1,581;;;10,432;;;-13,033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1993;2,1429;2,6786;2,638;;;12,446;;;-7,069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
30.12.1994;5,7143;2,1429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1994;;;11,092;;;28,892;;;-23,149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
29.12.1995;5,5625;5,7143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1995;;;7,074;;;46,724;;;-23,989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1996;9,3125;5,5625;24,865;;;34,918;;;-44,521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1997;17,5;9,3125;28,891;;;127,235;;;-78,379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1998;6,8125;17,5;29,253;;;208,057;;;-104,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.1999;6,125;6,8125;2,242;;;209,21;;;-40,497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
29.12.2000;9,5625;6,125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2000;;;3,24;;;203,52;;;-35,251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2001;7,9;9,5625;40,919;;;176,954;;;-29,673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2002;4,35;7,9;11,368;;;172,049;;;-15,187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2003;4,79;4,35;6,805;;;183,6;;;-22,726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2004;5,15;4,79;18,434;;;186,286;;;-23,468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
30.12.2005;7,63;5,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2005;;;29,492;;;185,933;;;-35,784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
29.12.2006;7,21;7,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2006;;;26,803;;;198,037;;;-25,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2007;5,45;7,21;68,171;;;158,616;;;-22,176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2008;3,7;5,45;28,687;;;166,461;;;-22,494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2009;4,23;3,7;88,819;;;106,354;;;-18,544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2010;6,16;4,23;31,476;;;172,987;;;-12,134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
30.12.2011;9,5;6,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2011;;;-13,558;;;189,876;;;-36,897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2012;7,85;9,5;110,245;;;256,832;;;-43,955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2013;12,29;7,85;151,903;;;172,786;;;-67,929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2014;9,54;12,29;89,173;;;170,462;;;-106,973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2015;5,28;9,54;121,517;;;171,211;;;-69,404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;NR 
31.12.2007;;;208,447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
31.12.2008;;;-159,084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
31.12.2009;;;-29,108;;;;;;-55,864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
31.12.2010;;;60,139;;;122;;;-25,562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
31.12.2011;;;258,575;;;200;;;-19,545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
31.12.2012;24,07;24,07;528,825;;;292,811;;;-31,769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;ALDW 
