DATE; PX_LAST;PX_CLOSE_1D;CF_CASH_FROM_OPER;EXPLORATION_COST;FINDING_COST_BOE;BS_LT_BORROW;CAPEX_TO_TOTAL_ASSETS;E&P_CAPITAL_EXPENDITURES;CAPITAL_EXPEND;SUCCESS_RATE;PRODUCTIVE_GAS_WELLS_GROSS;PRODUCTIVE_OIL_WELLS_GROSS;DEVEL_WELLS_DRILLED_NET_US;EXPLOR_WELLS_DRILLED_NET_US;PRODUCTIVE_OIL_WELLS_NET_US;PRODUCTIVE_OIL_WELLS_GROSS_US;DEVEL_WELLS_DRILLED_GROSS_US;PRODUCTIVE_GAS_WELLS_NET_US;PRODUCTIVE_GAS_WELLS_GROSS_US;EXPLOR_WELLS_DRILLED_NET;DEVEL_WELLS_DRILLED_NET;PRODUCTIVE_GAS_WELLS_NET;PRODUCTIVE_OIL_WELLS_NET;NET_DEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE_US;NET_UNDEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE;GROSS_UNDEVELOPED_ACREAGE;NET_UNDEVELOPED_ACREAGE;NET_DEVELOPED_ACREAGE;RESERVE_REPLACEMENT_BOE;OIL_RESERVES_END_YEAR_WORLDWIDE;OIL_RESERVES_END_YR_US;GAS_END_YEAR_WORLD;GAS_RESERVES_END_YR_US;OIL_PRODUCTION_WORLD_MBBL_DY;OIL_PRODUCTION_US_MBBL_DY;GAS_PRODUCTION_WORLD_MMCF_DY;GAS_PRODUCTION_US_MMCF_DY;BOE_END_YEAR_WORLD;BOE_RESERVES_END_YR_US;TOTAL_PRODUCTION_MMBOE;DAILY_PROD_MBOE_US;TOTAL_PRODUCTION_WORLD_MBOE_DY;Dummy;;Tick
31.12.2005;;;217,954;31,456;10,2552;243;35,0002;355,834;-356,262;85,5556;1423;131;3,9;3,8;88,1;131;9;577,2;1423;3,8;3,9;577,2;88,1;239,125;431,473;87,167;431,473;197,007;87,167;239,125;-222,7438;;;432,416;432,416;2,84;2,84;88,35;88,35;84,1123;84,1123;6,4112;17,565;17,565;0;TG;CRK 
29.12.2006;155,3;152,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;CRK 
31.12.2006;;;364,605;46,477;3,4147;455;;;-529,225;70,3947;1588;178;1,7;9;120,5;178;115;700,2;1588;9;1,7;700,2;120,5;399,534;649,235;234,218;649,235;317,625;234,218;399,534;107,6487;;;435,508;435,508;6,3;6,3;146,4;146,4;84,5687;84,5687;11,2055;30,7;30,7;0;TG;CRK 
31.12.2007;170;155,3;436,951;14,482;0,8354;680;;;-531,493;95,9588;1806;203;120,5;0,6;147,4;203;157;876,8;1806;0,6;120,5;876,8;147,4;426,265;684,373;170,089;684,373;206,513;170,089;426,265;416,628;;;587,718;587,718;2,762;2,762;107,48;107,48;108,463;108,463;7,5465;20,67;20,6753;0;TG;CRK 
31.12.2008;236,25;170;690,865;62,031;3,6346;210;;;-418,73;98,0185;1587;106;71,5;2,7;73,4;106;127;823;1587;2,7;71,5;823;73,4;236,835;414,072;64,865;414,072;105,066;64,865;236,835;-15,3636;;;523,643;523,643;2,76;2,76;147,58;147,58;96,9418;96,9418;10,0125;27,362;27,3567;0;TG;CRK 
31.12.2009;202,85;236,25;176,257;101,956;1,7476;470,836;;;-349,987;100;1523;118;27,2;11,4;74,7;118;37;828,7;1523;11,4;27,2;828,7;74,7;134,075;283,338;47,796;283,338;58,105;47,796;134,075;319,9817;7,214;7,214;682,389;682,389;2,12;2,12;166,63;166,63;120,9455;120,9455;10,9105;29,89;29,8917;0;TG;CRK 
31.12.2010;122,8;202,85;311,662;87,823;1,2238;513,372;;;-537,4;100;1527;62;41,1;8,2;24,5;62;65;829,5;1527;8,2;41,1;829,5;24,5;140,381;289,295;54,35;289,295;64,072;54,35;140,381;543,9813;4,219;4,219;1025,633;1025,633;1,96;1,96;188,97;188,97;175,1578;175,1578;12,2111;33,455;33,455;0;TG;CRK 
30.12.2011;76,5;122,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;CRK 
31.12.2011;;;284,904;83,182;2,1865;1196,908;;;-1005,503;100;1594;117;42,8;4,9;861,8;117;78;861,8;1594;4,9;42,8;861,8;63,8;159,714;307,976;98,282;307,976;147,127;98,282;159,714;372,1986;32,099;32,099;1118,632;1118,632;2,3;2,3;248,3;248,3;218,5377;218,5377;15,9444;43,6833;43,6833;0;TG;CRK 
31.12.2012;75,6006;76,5;262,229;5,522;0,3553;1324,383;;;-385,034;100;1474;169;54,2;0;102,7;169;85;811,8;1474;0;54,2;811,8;102,7;154,009;295,715;79,878;295,715;120,666;79,878;154,009;-558,5047;18,899;18,899;437,445;437,445;6,31;6,31;225,38;225,38;91,8065;91,8065;16,0576;43,8733;43,8733;0;TG;CRK 
31.12.2013;91,45;75,6006;261,279;0,439;0,033;798,7;;;-422,244;100;1386;149;53,6;0;85,7;149;77;736,1;1386;0;53,6;736,1;85,7;142,458;275,339;90,569;275,339;112,359;90,569;142,458;148,3917;21,976;21,976;452,653;452,653;7,08;7,08;153,71;153,71;97,4182;97,4182;11,9349;32,6983;32,6983;0;TG;CRK 
31.12.2014;34,05;91,45;400,984;52,08;2,8248;1070,445;;;-634,787;100;1352;244;51,2;3,8;149,9;244;77;719,8;1352;3,8;51,2;719,8;149,9;146,974;282,965;121,772;282,965;139,983;121,772;146,974;154,6583;20,854;20,854;495,266;495,266;11,82;11,82;108,95;108,95;103,3983;103,3983;10,9421;29,9783;29,9783;0;TG;CRK 
31.12.2015;9,35;34,05;30,086;12,265;0,4331;1249,33;20,3409;243,247;-264,21;100;1329;246;13,6;0;149,2;246;14;710,5;1329;0;13,6;710,5;149,2;142,014;276,833;91,447;276,833;102,942;91,447;142,014;114,6141;9,229;9,229;574,692;569,596;8,463;8,463;130,6192;130,6192;105,011;104,1617;11,035;30,2329;30,2329;0;TG;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CRK 
#NAVN?;;;40,4161;;;109;;;-149,3865;;;;;;;;;;;;;;;;;;;;;;646,5258;;;17,3731;;2,024;2,024;4,369;4,369;18,2205;18,2205;0;3,02;3,02;0;;LONE 
31.12.2014;;;82,2275;;;264,6135;;;-236,2449;;;;;;;;;;;;19;;;;;;;;;;;;;;;3,267;3,267;4,664;4,664;30,983;30,983;1,6352;4,48;4,48;0;;LONE 
31.12.2015;;;50,8388;;;301,9261;;;-94,5191;;27;315;13;;245,3;315;16;22,1;27;;13;22,1;245,3;7510;8187;55096;8,187;74,139;55,096;7,51;492,2979;;;;;4,216;4,216;7,887;7,887;40,202;40,202;2,3386;6,407;6,407;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;LONE 
#NAVN?;;;6,853;;;;;;-22,119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
31.12.1992;;;14,417;;;26,659;;;-9,366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1993;135;135;13,857;;;21,62;;;-18,167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
30.12.1994;192,5;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1994;;;9,737;;;22,725;;;-41,174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
29.12.1995;153,75;192,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1995;;;27,499;;;47,754;;;-51,406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1996;298,75;153,75;32,333;;;26,172;;;-72,918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1997;335;298,75;32,679;;;132,024;;;-133,638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.1998;287,5;335;85,633;81,765;5,0547;209,936;43,3691;158,9;-164,092;64,7681;60;50;;;;;;;;5,33;2,63;44,98;38,4;;;;11,604;67,906;49,76;8,426;215,3745;;;243,27;243,27;7,879;;91,181;;59,021;59,021;8,4227;23,076;23,076;0;TH;SGY 
31.12.1999;356,25;287,5;78,85;32,117;2,2193;100;28,0483;123,9;-95,573;97,0077;64;87;;;;;;;;5,16;4,89;52,17;62,46;;;;15,821;89,771;73,921;12,873;170,255;;;385,667;251,614;9,504;;104,419;;99,491;64,571;9,8211;26,907;26,907;0;TH;SGY 
29.12.2000;645,5;356,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.2000;;;302,082;138,42;6,7093;148;0;0;-260,234;75,0489;154;368;;;;;;;;17,82;16,68;94,32;244,46;;;;200856;509028;364,855;104788;103,4592;;;0,3985;272,238;12,189;;197,915;;100,046;66,692;16,534;30,357;45,1748;0;TH;SGY 
31.12.2001;395;645,5;315,617;176,679;15,3407;426;58,2057;641,3;-657,327;61,3178;201;362;;;;;;;;13,84;12,03;127,99;253,24;;;;95,126;672,139;458,367;56,887;294,7897;;;442,669;442,669;11,022;;186,948;;129,169;129,169;15,3957;42,179;42,18;0;TH;SGY 
31.12.2002;333,6;395;222,921;86,063;7,1333;431;18,2809;215,6;-213,589;72,606;180;309;;;;;;;;10,59;10,64;115,46;210,12;;;;74,192;668,889;453,345;40,929;76,4866;;;438,652;438,652;17,088;;183,636;;125,128;125,127;17,4083;47,693;47,694;0;TH;SGY 
31.12.2003;424,5;333,6;391,539;175,864;7,5275;370;28,7462;412,3;-340,516;86,5578;233;357;;;;;;;;20,81;13,64;146,61;210,47;;;;83,762;672,345;465,959;47,264;167,6223;;;461,323;461,323;15,69;;171,332;;136,049;136,049;16,1498;44,245;44,246;0;TH;SGY 
31.12.2004;450,9;424,5;369,668;151,571;9,2844;482;;;-484,936;67,6837;533;303;9,61;11,02;192,67;303;20;332,09;533;11,02;9,61;332,09;192,67;68,7142;176,2424;606,2435;176,2424;915,5525;606,2435;68,7142;109,816;;;485,59;485,59;14,89;14,89;152,17;152,17;137,4917;137,4917;14,7321;40,2517;40,2517;0;TH;SGY 
30.12.2005;455,3;450,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.2005;;;461,213;156,472;12,7393;563;;;-494,125;78,0721;501;329;22,42;6,17;198,25;329;37;291,31;501;6,17;22,42;291,31;198,25;60,8213;109,747;776,9449;109,747;1109,2321;776,9449;60,8213;9,725;;;344,088;344,088;13,3;13,3;148,3;148,3;98,857;98,857;13,8761;38,0167;38,0167;0;TH;SGY 
29.12.2006;353,5;455,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.2006;;;399,412;160,371;10,7452;797;;;-660,418;72,6637;588;397;22,48;3,49;242,5;397;43;338,58;588;3,49;22,48;338,58;242,5;45,4516;89,9701;907,8103;89,9701;1196,0274;907,8103;45,4516;97,1453;;;342,782;342,782;15,3;15,3;119,2;119,2;98,4903;98,4903;12,8358;35,1667;35,1667;0;TH;SGY 
31.12.2007;469,1;353,5;464,492;16,556;3,2489;400;;;-227,736;91,1569;126;146;12,71;1;101,09;146;19;80,37;126;1;12,71;80,37;101,09;27,7908;41,7342;521,168;41,7342;876,754;521,168;27,7908;-130,7673;;;213,083;213,083;16,7;16,7;123,529;123,529;67,0998;67,0998;13,6102;37,2882;37,2882;0;TH;SGY 
31.12.2008;110,2;469,1;522,478;146,529;87,9526;825;;;-448,536;71,6298;233;146;7,18;3,5;106;146;9;169;233;3,5;7,18;169;106;70,525;88,11;916,979;88,11;1165,496;916,979;70,525;282,0499;;;299,554;299,554;13,468;13,468;94,271;94,271;86,4897;86,4897;10,6798;29,1798;29,1798;0;TH;SGY 
31.12.2009;180,5;110,2;507,787;78,582;32,0743;575;;;-321,626;72,8814;252;153;4;6,75;118;153;5;194;252;6,75;4;194;118;73,417;95,389;486,717;95,389;805,127;486,717;73,417;-37,735;;;216,694;216,694;17,01;17,01;113,24;113,24;68,4517;68,4517;13,0974;35,8833;35,8833;0;TH;SGY 
31.12.2010;222,9;180,5;424,794;42,205;2,5617;575;;;-404,716;100;115;156;15,75;4,1;120;156;20;87;115;4,1;15,75;87;120;340,404;442,545;547,916;442,545;725,939;547,916;340,404;182,9338;;;274,705;274,705;15,65;15,65;114,9;114,9;78,9872;78,9872;12,702;34,8;34,8;0;TH;SGY 
30.12.2011;263,8;222,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;SGY 
31.12.2011;;;570,85;84,199;4,4013;620;;;-767,18;98,2495;120;143;32,92;3;124;143;37;83;120;3;32,92;83;124;314,687;403,505;672,65;403,505;818,764;672,65;314,687;289,7432;45,655;45,655;325,479;325,479;18;18;105;105;104,3065;104,3065;13,505;37;37;0;TH;SGY 
31.12.2012;205,2;263,8;509,749;81,458;2,6762;914,126;;;-569,225;88,7176;136;185;23,16;0,43;133;185;33;87;136;0,43;23,16;87;133;336,489;365,33;664,359;365,33;681,443;664,359;336,489;259,6403;44,918;44,918;395,374;395,374;20;20;116;116;128,8797;128,8797;15,372;42;42;0;TH;SGY 
31.12.2013;345,9;205,2;594,205;298,932;14,9092;1027,084;;;-670,115;94,7559;171;157;28,13;0,6;123;157;44;110;171;0,6;28,13;110;123;330,34;331,705;650,331;331,705;984,558;650,331;330,34;189,2405;43,827;43,827;460,766;460,766;19;19;137;137;143,9183;143,9183;16,79;46;46;0;TH;SGY 
31.12.2014;168,8;345,9;401,141;289,89;7,4127;1032,281;;;-937,429;97,666;150;81;33,35;4,31;70;81;38;99;150;4,31;33,35;99;70;168,798;169,502;555,178;169,502;582,66;555,178;168,798;155,1947;42,397;42,397;493,843;493,843;15;15;130;130;152,5212;152,5212;15,695;43;43;0;TH;SGY 
31.12.2015;42,9;168,8;247,474;112,936;100,5813;1060,955;;;-523,596;93,5185;153;78;5,81;0,25;72;78;7;106;153;0,25;5,81;106;72;165,992;267,687;449,004;267,687;776,818;449,004;165,992;-559,9143;30,276;30,276;121,858;121,858;16;16;100;100;57,0437;57,0437;14,6;40;40;0;TH;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SGY 
#NAVN?;2,85;2,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
30.12.2011;1,3;2,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;TRCH 
31.12.2011;;;-0,8003;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;TRCH 
31.12.2012;2,02;1,3;-0,1303;0,8546;1,9958;0,5806;;;0;;;;;;;;;;;;;;;;;;;;;;;0,4175;0,4175;;;;;;;0,4175;0,4175;;;;0;TH;TRCH 
31.12.2013;4,3699;2,02;-2,2626;;;4,8027;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;TRCH 
31.12.2014;0,83;4,3699;0,3416;0;0;3,944;;;-0,054;100;;;4,54;0;;;23;;;0;4,54;;;3125;13577;140871;13,577;162,926;140,871;3,125;75,0608;0,9144;0,9144;3,7907;3,7907;0,1559;0,1559;0,466;0,466;1,5462;1,5462;0,0853;0,2336;0,2336;0;TH;TRCH 
31.12.2015;1,06;0,83;-3,115;0;;3,2916;;;-0,0012;100;;;2,13;0;;;10;;;0;2,13;;;2,456;7,669;171,423;7,669;189,729;171,423;2,456;-3606,7676;0,0544;0,0544;0,0344;0,0344;0,0767;0,0767;0,3102;0,3102;0,0601;0,0601;0,0469;0,1284;0,1284;0;TH;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TRCH 
#NAVN?;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
